,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
550,NA,-9609,201202,162,22,CH30-D01,68580,1,NA,36.8,2,NA,NA,NA,18,5.7,,2012,1.565847819,1.255272505,3.605497845,2.890371758,5.42E-05,NS,Immature
551,281,-11590,200601,88,102,P-20,68580,1,NA,36.9,2,NA,NA,NA,18,4.9,,2006,1.567026366,1.255272505,3.608211551,2.890371758,7.90E-05,NS,Immature
556,3408,-7161,201002,162,8,ZZ-24,68580,1,NA,36.9,2,NA,NA,NA,20,6,EBS Northern Extension,2010,1.567026366,1.301029996,3.608211551,2.995732274,0.000116219,NS,Immature
557,5236,-6714,201001,89,101,IH1918,68580,1,NA,36.9,2,NA,NA,NA,17,5.3,,2010,1.567026366,1.230448921,3.608211551,2.833213344,0.000382585,NS,Immature
561,NA,-9715,201202,162,89,CH30-N01,68580,1,NA,36.9,2,NA,NA,NA,18,5.4,,2012,1.567026366,1.255272505,3.608211551,2.890371758,7.90E-05,NS,Immature
564,1564,1063283,200101,89,142,R-23,68580,1,NA,37,2,NA,NA,NA,18,NA,,2001,1.568201724,1.255272505,3.610917913,2.890371758,0.000108258,NS,#VALUE!
565,1565,1063283,200101,89,142,R-23,68580,1,NA,37,2,NA,NA,NA,20,NA,,2001,1.568201724,1.301029996,3.610917913,2.995732274,8.46E-05,NS,#VALUE!
566,1566,1063280,200101,89,139,U-23,68580,1,NA,37,2,NA,NA,NA,20,NA,,2001,1.568201724,1.301029996,3.610917913,2.995732274,8.46E-05,NS,#VALUE!
567,1567,1063280,200101,89,139,U-23,68580,1,NA,37,2,NA,NA,NA,20,NA,,2001,1.568201724,1.301029996,3.610917913,2.995732274,8.46E-05,NS,#VALUE!
570,690,-7951,201101,89,114,P-19,68580,1,NA,37,2,NA,NA,NA,18,NA,,2011,1.568201724,1.255272505,3.610917913,2.890371758,0.000108258,NS,#VALUE!
578,1706,-8175,201101,162,174,S-22,68580,1,NA,37.1,2,NA,NA,NA,20,6,,2011,1.56937391,1.301029996,3.61361697,2.995732274,5.82E-05,NS,Immature
579,NA,-9592,201202,162,5,CH30-B02,68580,1,NA,37.1,2,NA,NA,NA,18,3.8,,2012,1.56937391,1.255272505,3.61361697,2.890371758,0.00014175,NS,Immature
580,NA,-9605,201202,162,18,CH30-D02,68580,1,NA,37.1,2,NA,NA,NA,18,5.7,,2012,1.56937391,1.255272505,3.61361697,2.890371758,0.00014175,NS,Immature
582,NA,-9605,201202,162,18,CH30-D02,68580,1,NA,37.1,2,NA,NA,NA,20,5.4,,2012,1.56937391,1.301029996,3.61361697,2.995732274,5.82E-05,NS,Immature
585,268,-11589,200601,88,101,Q-22,68580,1,NA,37.2,2,NA,NA,NA,18,5.5,,2006,1.57054294,1.255272505,3.616308761,2.890371758,0.000179364,NS,Immature
587,NA,-14587,201501,162,181,V-25,68580,1,NA,37.2,2,NA,NA,NA,18,4.4,,2015,1.57054294,1.255272505,3.616308761,2.890371758,0.000179364,NS,Immature
588,269,-11589,200601,88,101,Q-22,68580,1,NA,37.3,2,NA,NA,NA,18,4.8,,2006,1.571708832,1.255272505,3.618993327,2.890371758,0.000220974,NS,Immature
589,5339,-5404,200901,88,142,S-23,68580,1,NA,37.3,2,NA,NA,NA,20,5.2,,2009,1.571708832,1.301029996,3.618993327,2.995732274,2.06E-05,NS,Immature
601,5432,-5669,200901,88,176,U-26,68580,1,NA,37.5,2,NA,NA,NA,22,5,,2009,1.574031268,1.342422681,3.624340933,3.091042453,0.000358743,NS,Immature
602,678,-7945,201101,89,108,J-19,68580,1,NA,37.5,2,NA,NA,NA,20,6.7,,2011,1.574031268,1.301029996,3.624340933,2.995732274,2.27E-06,NS,Immature
603,NA,-8710,201201,162,154,P-24,68580,1,NA,37.5,2,NA,NA,NA,20,NA,,2012,1.574031268,1.301029996,3.624340933,2.995732274,2.27E-06,NS,#VALUE!
611,3247,-3777,200701,89,175,U-25,68580,1,NA,37.6,2,NA,NA,NA,19,5.7,,2007,1.575187845,1.278753601,3.62700405,2.944438979,8.73E-05,NS,Immature
615,NA,-10153,201301,89,127,O-20,68580,1,NA,37.7,2,NA,NA,NA,20,5.5,,2013,1.57634135,1.301029996,3.629660094,2.995732274,2.17E-06,NS,Immature
616,NA,-9605,201202,162,18,CH30-D02,68580,1,NA,37.7,2,NA,NA,NA,18,5.7,,2012,1.57634135,1.255272505,3.629660094,2.890371758,0.000424984,NS,Immature
618,1234,-11364,200601,134,112,K-19,68580,1,NA,37.8,2,NA,NA,NA,18,NA,,2006,1.5774918,1.255272505,3.632309103,2.890371758,0.0004848,NS,#VALUE!
621,NA,-10203,201301,89,159,PO2524,68580,1,NA,37.8,2,NA,NA,NA,18,5.4,,2013,1.5774918,1.255272505,3.632309103,2.890371758,0.0004848,NS,Immature
622,NA,-10229,201301,162,170,U-28,68580,1,NA,37.8,2,NA,NA,NA,20,6.2,,2013,1.5774918,1.301029996,3.632309103,2.995732274,8.64E-06,NS,Immature
623,NA,-9607,201202,162,20,CH30-C01,68580,1,NA,37.8,2,NA,NA,NA,20,5.6,,2012,1.5774918,1.301029996,3.632309103,2.995732274,8.64E-06,NS,Immature
629,NA,-10248,201301,89,165,R-25,68580,1,NA,37.9,2,NA,NA,NA,20,5.7,,2013,1.57863921,1.301029996,3.634951112,2.995732274,1.93E-05,NS,Immature
630,NA,-9588,201202,162,1,CH30-B01,68580,1,NA,37.9,2,NA,NA,NA,20,6,,2012,1.57863921,1.301029996,3.634951112,2.995732274,1.93E-05,NS,Immature
631,NA,-9613,201202,162,26,CH30-E02,68580,1,NA,37.9,2,NA,NA,NA,20,6,,2012,1.57863921,1.301029996,3.634951112,2.995732274,1.93E-05,NS,Immature
634,1569,1063300,200101,89,138,U-21,68580,1,NA,38,2,NA,NA,NA,22,NA,,2001,1.579783597,1.342422681,3.63758616,3.091042453,0.000127904,NS,#VALUE!
635,1571,1063280,200101,89,139,U-23,68580,1,NA,38,2,NA,NA,NA,22,NA,,2001,1.579783597,1.342422681,3.63758616,3.091042453,0.000127904,NS,#VALUE!
636,1573,1063280,200101,89,139,U-23,68580,1,NA,38,2,NA,NA,NA,22,NA,,2001,1.579783597,1.342422681,3.63758616,3.091042453,0.000127904,NS,#VALUE!
637,1574,1063280,200101,89,139,U-23,68580,1,NA,38,2,NA,NA,NA,22,NA,,2001,1.579783597,1.342422681,3.63758616,3.091042453,0.000127904,NS,#VALUE!
639,3216,-3775,200701,89,173,S-25,68580,1,NA,38,2,NA,NA,NA,19.5,5.3,,2007,1.579783597,1.290034611,3.63758616,2.970414466,0.00010789,NS,Immature
643,3440,-7163,201002,162,10,Y-23,68580,1,NA,38,2,NA,NA,NA,20,5.7,EBS Northern Extension,2010,1.579783597,1.301029996,3.63758616,2.995732274,3.40E-05,NS,Immature
645,NA,-9225,201201,162,209,V-26,68580,1,NA,38,2,NA,NA,NA,22,NA,,2012,1.579783597,1.342422681,3.63758616,3.091042453,0.000127904,NS,#VALUE!
648,1503,-11432,200601,134,180,X-24,68580,1,NA,38.1,2,NA,NA,NA,18,5,,2006,1.580924976,1.255272505,3.640214282,2.890371758,0.000683641,NS,Immature
654,5280,-5360,200901,88,98,Q-19,68580,1,NA,38.2,2,NA,NA,NA,22,5.9,,2009,1.582063363,1.342422681,3.642835516,3.091042453,6.98E-05,NS,Immature
655,NA,-10088,201301,89,96,I-19,68580,1,NA,38.2,2,NA,NA,NA,20,4.5,,2013,1.582063363,1.301029996,3.642835516,2.995732274,7.52E-05,NS,Immature
657,NA,-19425,201901,94,183,N-30,68580,1,NA,38.2,2,NA,NA,NA,22,5.6,,2019,1.582063363,1.342422681,3.642835516,3.091042453,6.98E-05,NS,Immature
659,5429,-5669,200901,88,176,U-26,68580,1,NA,38.3,2,NA,NA,NA,20,4.7,,2009,1.583198774,1.301029996,3.645449896,2.995732274,0.000101464,NS,Immature
660,3407,-7161,201002,162,8,ZZ-24,68580,1,NA,38.3,2,NA,NA,NA,20,6.4,EBS Northern Extension,2010,1.583198774,1.301029996,3.645449896,2.995732274,0.000101464,NS,Immature
666,NA,-9223,201201,162,207,U-25,68580,1,NA,38.3,2,NA,NA,NA,22,NA,,2012,1.583198774,1.342422681,3.645449896,3.091042453,4.76E-05,NS,#VALUE!
667,NA,-9605,201202,162,18,CH30-D02,68580,1,NA,38.3,2,NA,NA,NA,20,5.9,,2012,1.583198774,1.301029996,3.645449896,2.995732274,0.000101464,NS,Immature
669,285,-11590,200601,88,102,P-20,68580,1,NA,38.4,2,NA,NA,NA,20,4.8,,2006,1.584331224,1.301029996,3.64805746,2.995732274,0.000131322,NS,Immature
670,3260,-3780,200701,89,178,V-27,68580,1,NA,38.4,2,NA,NA,NA,21,5.7,,2007,1.584331224,1.322219295,3.64805746,3.044522438,7.85E-06,NS,Immature
672,3362,-7157,201002,162,4,X-26,68580,1,NA,38.4,2,NA,NA,NA,20,6,EBS Northern Extension,2010,1.584331224,1.301029996,3.64805746,2.995732274,0.000131322,NS,Immature
675,NA,-9612,201202,162,25,CH30-E01,68580,1,NA,38.4,2,NA,NA,NA,20,5.7,,2012,1.584331224,1.301029996,3.64805746,2.995732274,0.000131322,NS,Immature
676,NA,-9620,201202,162,33,CH30-G03,68580,1,NA,38.4,2,NA,NA,NA,20,6.3,,2012,1.584331224,1.301029996,3.64805746,2.995732274,0.000131322,NS,Immature
677,NA,-14579,201501,162,173,R-22,68580,1,NA,38.4,2,NA,NA,NA,22,6.3,,2015,1.584331224,1.342422681,3.64805746,3.091042453,2.97E-05,NS,Immature
678,NA,-16986,201701,162,137,R-23,68580,1,NA,38.4,2,NA,NA,NA,22,38.3,,2017,1.584331224,1.342422681,3.64805746,3.091042453,2.97E-05,NS,Mature
679,5492,-5684,200901,88,191,N-29,68580,1,NA,38.5,2,NA,NA,NA,24,4.8,,2009,1.58546073,1.380211242,3.650658241,3.17805383,0.000376814,NS,Immature
681,NA,-9222,201201,162,206,T-25,68580,1,NA,38.5,2,NA,NA,NA,22,NA,,2012,1.58546073,1.342422681,3.650658241,3.091042453,1.62E-05,NS,#VALUE!
683,NA,-17005,201701,94,186,T-25,68580,1,NA,38.5,2,NA,NA,NA,25,5.6,,2017,1.58546073,1.397940009,3.650658241,3.218875825,0.000709228,NS,Immature
685,3267,-3784,200701,89,182,T-26,68580,1,NA,38.6,2,NA,NA,NA,22,5.7,,2007,1.586587305,1.342422681,3.653252276,3.091042453,6.79E-06,NS,Immature
688,NA,-10229,201301,162,170,U-28,68580,1,NA,38.6,2,NA,NA,NA,22,6.3,,2013,1.586587305,1.342422681,3.653252276,3.091042453,6.79E-06,NS,Immature
689,NA,-9595,201202,162,8,CH30-C03,68580,1,NA,38.6,2,NA,NA,NA,24,6,,2012,1.586587305,1.380211242,3.653252276,3.17805383,0.000321944,NS,Immature
692,3217,-3775,200701,89,173,S-25,68580,1,NA,38.7,2,NA,NA,NA,21,5.9,,2007,1.587710965,1.322219295,3.6558396,3.044522438,4.86E-05,NS,Immature
695,NA,-16987,201701,162,138,S-22,68580,1,NA,38.7,2,NA,NA,NA,20,NA,,2017,1.587710965,1.301029996,3.6558396,2.995732274,0.000241534,NS,#VALUE!
696,1504,-11432,200601,134,180,X-24,68580,1,NA,38.8,2,NA,NA,NA,22,5.7,,2006,1.588831726,1.342422681,3.658420247,3.091042453,3.58E-08,NS,Immature
697,5489,-5684,200901,88,191,N-29,68580,1,NA,38.8,2,NA,NA,NA,22,4.9,,2009,1.588831726,1.342422681,3.658420247,3.091042453,3.58E-08,NS,Immature
698,NA,-8992,201201,89,150,S-24,68580,1,NA,38.8,2,NA,NA,NA,24,NA,,2012,1.588831726,1.380211242,3.658420247,3.17805383,0.000226347,NS,#VALUE!
701,NA,-14721,201501,94,167,S-26,68580,1,NA,38.8,2,NA,NA,NA,22,6.2,,2015,1.588831726,1.342422681,3.658420247,3.091042453,3.58E-08,NS,Immature
702,NA,-9715,201202,162,89,CH30-N01,68580,1,NA,38.8,2,NA,NA,NA,20,6.1,,2012,1.588831726,1.301029996,3.658420247,2.995732274,0.000284809,NS,Immature
705,3246,-3777,200701,89,175,U-25,68580,1,NA,38.9,2,NA,NA,NA,21.5,6,,2007,1.589949601,1.33243846,3.660994251,3.068052935,3.11E-05,NS,Immature
709,NA,-14587,201501,162,181,V-25,68580,1,NA,38.9,2,NA,NA,NA,24,6.3,,2015,1.589949601,1.380211242,3.660994251,3.17805383,0.000185382,NS,Immature
710,NA,-9601,201202,162,14,CH30-C04,68580,1,NA,38.9,2,NA,NA,NA,20,6.1,,2012,1.589949601,1.301029996,3.660994251,2.995732274,0.000331188,NS,Immature
711,NA,-9601,201202,162,14,CH30-C04,68580,1,NA,38.9,2,NA,NA,NA,22,6.2,,2012,1.589949601,1.342422681,3.660994251,3.091042453,2.46E-06,NS,Immature
716,1570,1063300,200101,89,138,U-21,68580,1,NA,39,2,NA,NA,NA,22,NA,,2001,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,#VALUE!
717,1572,1063280,200101,89,139,U-23,68580,1,NA,39,2,NA,NA,NA,22,NA,,2001,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,#VALUE!
718,1575,1063280,200101,89,139,U-23,68580,1,NA,39,2,NA,NA,NA,22,NA,,2001,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,#VALUE!
719,1576,1063280,200101,89,139,U-23,68580,1,NA,39,2,NA,NA,NA,22,NA,,2001,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,#VALUE!
720,1577,1063280,200101,89,139,U-23,68580,1,NA,39,2,NA,NA,NA,22,NA,,2001,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,#VALUE!
721,1579,1063281,200101,89,140,T-23,68580,1,NA,39,2,NA,NA,NA,24,NA,,2001,1.591064607,1.380211242,3.663561646,3.17805383,0.00014882,NS,#VALUE!
722,1580,1063300,200101,89,138,U-21,68580,1,NA,39,2,NA,NA,NA,24,NA,,2001,1.591064607,1.380211242,3.663561646,3.17805383,0.00014882,NS,#VALUE!
725,499,-11660,200601,88,172,W-22,68580,1,NA,39,2,NA,NA,NA,20,5.8,,2006,1.591064607,1.301029996,3.663561646,2.995732274,0.000380573,NS,Immature
726,3233,-3776,200701,89,174,T-25,68580,1,NA,39,2,NA,NA,NA,20,5.8,,2007,1.591064607,1.301029996,3.663561646,2.995732274,0.000380573,NS,Immature
728,NA,-10161,201301,89,135,K-22,68580,1,NA,39,2,NA,NA,NA,22,6.1,,2013,1.591064607,1.342422681,3.663561646,3.091042453,8.60E-06,NS,Immature
731,NA,-14798,201501,162,182,V-26,68580,1,NA,39,2,NA,NA,NA,24,6.2,,2015,1.591064607,1.380211242,3.663561646,3.17805383,0.00014882,NS,Immature
736,5444,-5672,200901,88,179,V-28,68580,1,NA,39.1,2,NA,NA,NA,20,5.5,,2009,1.592176757,1.301029996,3.666122467,2.995732274,0.000432871,NS,Immature
737,NA,-10256,201301,89,173,V-28,68580,1,NA,39.1,2,NA,NA,NA,24,6.1,,2013,1.592176757,1.380211242,3.666122467,3.17805383,0.000116547,NS,Immature
739,NA,-14587,201501,162,181,V-25,68580,1,NA,39.1,2,NA,NA,NA,22,6.1,,2015,1.592176757,1.342422681,3.666122467,3.091042453,1.84E-05,NS,Immature
747,3431,-7162,201002,162,9,ZZ-23,68580,1,NA,39.2,2,NA,NA,NA,22,6.4,EBS Northern Extension,2010,1.593286067,1.342422681,3.668676747,3.091042453,3.17E-05,NS,Immature
748,NA,-8991,201201,89,149,R-24,68580,1,NA,39.2,2,NA,NA,NA,22,NA,,2012,1.593286067,1.342422681,3.668676747,3.091042453,3.17E-05,NS,#VALUE!
754,NA,-10203,201301,89,159,PO2524,68580,1,NA,39.3,2,NA,NA,NA,22,4.8,,2013,1.59439255,1.342422681,3.671224519,3.091042453,4.84E-05,NS,Immature
760,NA,-17058,201701,94,213,U-26,68580,1,NA,39.3,2,NA,NA,NA,25,6.4,,2017,1.59439255,1.397940009,3.671224519,3.218875825,0.000226659,NS,Immature
761,490,-11659,200601,88,171,V-22,68580,1,NA,39.4,2,NA,NA,NA,22,6.1,,2006,1.595496222,1.342422681,3.673765816,3.091042453,6.84E-05,NS,Immature
775,NA,-17051,201701,94,208,T-28,68580,1,NA,39.4,2,NA,NA,NA,25,5.6,,2017,1.595496222,1.397940009,3.673765816,3.218875825,0.000186764,NS,Immature
777,NA,-9639,201202,162,52,CH30-J04,68580,1,NA,39.5,2,NA,NA,NA,24,5.9,,2012,1.596597096,1.380211242,3.676300672,3.17805383,2.82E-05,NS,Immature
781,2031,-6878,201001,162,189,PO2423,68580,1,NA,39.6,2,NA,NA,NA,24,6.2,,2010,1.597695186,1.380211242,3.678829118,3.17805383,1.57E-05,NS,Immature
784,3296,-6933,201001,162,243,U-28,68580,1,NA,39.6,2,NA,NA,NA,22,6.1,,2010,1.597695186,1.342422681,3.678829118,3.091042453,0.000118017,NS,Immature
787,NA,-10230,201301,162,171,T-28,68580,1,NA,39.6,2,NA,NA,NA,24,6.3,,2013,1.597695186,1.380211242,3.678829118,3.17805383,1.57E-05,NS,Immature
792,5431,-5669,200901,88,176,U-26,68580,1,NA,39.7,2,NA,NA,NA,24,5.6,,2009,1.598790507,1.380211242,3.681351188,3.17805383,6.96E-06,NS,Immature
793,5485,-5683,200901,88,190,N-30,68580,1,NA,39.7,2,NA,NA,NA,26,5.5,,2009,1.598790507,1.414973348,3.681351188,3.258096538,0.000263628,NS,Immature
797,NA,-14724,201501,94,170,U-27,68580,1,NA,39.7,2,NA,NA,NA,24,6.4,,2015,1.598790507,1.380211242,3.681351188,3.17805383,6.96E-06,NS,Immature
798,NA,-9592,201202,162,5,CH30-B02,68580,1,NA,39.7,2,NA,NA,NA,22,6.2,,2012,1.598790507,1.342422681,3.681351188,3.091042453,0.000147443,NS,Immature
801,NA,-16987,201701,162,138,S-22,68580,1,NA,39.7,2,NA,NA,NA,24,NA,,2017,1.598790507,1.380211242,3.681351188,3.17805383,6.96E-06,NS,#VALUE!
804,3220,-3775,200701,89,173,S-25,68580,1,NA,39.8,2,NA,NA,NA,21.5,5.7,,2007,1.599883072,1.33243846,3.683866912,3.068052935,0.000299366,NS,Immature
806,5430,-5669,200901,88,176,U-26,68580,1,NA,39.8,2,NA,NA,NA,26,5.8,,2009,1.599883072,1.414973348,3.683866912,3.258096538,0.000221262,NS,Immature
810,NA,-10255,201301,89,172,V-27,68580,1,NA,39.8,2,NA,NA,NA,24,6.6,,2013,1.599883072,1.380211242,3.683866912,3.17805383,1.75E-06,NS,Immature
822,NA,-9588,201202,162,1,CH30-B01,68580,1,NA,39.9,2,NA,NA,NA,26,6.4,,2012,1.600972896,1.414973348,3.686376324,3.258096538,0.000182934,NS,Immature
824,NA,-9620,201202,162,33,CH30-G03,68580,1,NA,39.9,2,NA,NA,NA,22,6.2,,2012,1.600972896,1.342422681,3.686376324,3.091042453,0.000215065,NS,Immature
825,NA,-14563,201501,94,130,O-23,68580,1,NA,39.9,2,NA,NA,NA,22,6.4,,2015,1.600972896,1.342422681,3.686376324,3.091042453,0.000215065,NS,Immature
828,1568,1010764,200001,89,88,N-18,68580,1,NA,40,2,NA,NA,NA,22,NA,,2000,1.602059991,1.342422681,3.688879454,3.091042453,0.000253086,NS,#VALUE!
829,1578,1010767,200001,89,91,K-18,68580,1,NA,40,2,NA,NA,NA,24,NA,,2000,1.602059991,1.380211242,3.688879454,3.17805383,1.62E-06,NS,#VALUE!
833,3250,-3778,200701,89,176,V-25,68580,1,NA,40,2,NA,NA,NA,22.5,5.4,,2007,1.602059991,1.352182518,3.688879454,3.113515309,0.000147113,NS,Immature
836,3428,-7162,201002,162,9,ZZ-23,68580,1,NA,40,2,NA,NA,NA,22,6.2,EBS Northern Extension,2010,1.602059991,1.342422681,3.688879454,3.091042453,0.000253086,NS,Immature
837,2015,-8171,201101,162,170,S-24,68580,1,NA,40,2,NA,NA,NA,24,6.4,,2011,1.602059991,1.380211242,3.688879454,3.17805383,1.62E-06,NS,Immature
843,NA,-14502,201501,94,89,M-19,68580,1,NA,40,2,NA,NA,NA,22,6.5,,2015,1.602059991,1.342422681,3.688879454,3.091042453,0.000253086,NS,Immature
847,3361,-7157,201002,162,4,X-26,68580,1,NA,40.1,2,NA,NA,NA,22,6.6,EBS Northern Extension,2010,1.603144373,1.342422681,3.691376334,3.091042453,0.000293803,NS,Immature
848,3391,-7158,201002,162,5,X-25,68580,1,NA,40.1,2,NA,NA,NA,23,6.4,EBS Northern Extension,2010,1.603144373,1.361727836,3.691376334,3.135494216,9.39E-05,NS,Immature
850,NA,-9715,201202,162,89,CH30-N01,68580,1,NA,40.1,2,NA,NA,NA,24,6.1,,2012,1.603144373,1.380211242,3.691376334,3.17805383,6.53E-06,NS,Immature
855,NA,-10228,201301,162,169,U-27,68580,1,NA,40.2,2,NA,NA,NA,24,6.6,,2013,1.604226053,1.380211242,3.693866996,3.17805383,1.46E-05,NS,Immature
856,NA,-9223,201201,162,207,U-25,68580,1,NA,40.2,2,NA,NA,NA,26,NA,,2012,1.604226053,1.414973348,3.693866996,3.258096538,9.12E-05,NS,#VALUE!
857,NA,-9223,201201,162,207,U-25,68580,1,NA,40.2,2,NA,NA,NA,24,NA,,2012,1.604226053,1.380211242,3.693866996,3.17805383,1.46E-05,NS,#VALUE!
858,NA,-9613,201202,162,26,CH30-E02,68580,1,NA,40.2,2,NA,NA,NA,24,6.3,,2012,1.604226053,1.380211242,3.693866996,3.17805383,1.46E-05,NS,Immature
867,5478,-5679,200901,88,186,P-32,68580,1,NA,40.3,2,NA,NA,NA,28,5.8,,2009,1.605305046,1.447158031,3.696351469,3.33220451,0.000423833,NS,Immature
871,1695,-8173,201101,162,172,R-23,68580,1,NA,40.3,2,NA,NA,NA,24,6.6,,2011,1.605305046,1.380211242,3.696351469,3.17805383,2.58E-05,NS,Immature
873,NA,-10202,201301,89,158,O-25,68580,1,NA,40.3,2,NA,NA,NA,26,5.9,,2013,1.605305046,1.414973348,3.696351469,3.258096538,6.80E-05,NS,Immature
874,NA,-10255,201301,89,172,V-27,68580,1,NA,40.3,2,NA,NA,NA,24,5.8,,2013,1.605305046,1.380211242,3.696351469,3.17805383,2.58E-05,NS,Immature
875,NA,-9224,201201,162,208,V-25,68580,1,NA,40.3,2,NA,NA,NA,26,NA,,2012,1.605305046,1.414973348,3.696351469,3.258096538,6.80E-05,NS,#VALUE!
877,NA,-9606,201202,162,19,CH30-C02,68580,1,NA,40.3,2,NA,NA,NA,24,6.2,,2012,1.605305046,1.380211242,3.696351469,3.17805383,2.58E-05,NS,Immature
879,NA,-14502,201501,94,89,M-19,68580,1,NA,40.3,2,NA,NA,NA,22,6.3,,2015,1.605305046,1.342422681,3.696351469,3.091042453,0.000382992,NS,Immature
885,NA,-8991,201201,89,149,R-24,68580,1,NA,40.4,2,NA,NA,NA,28,NA,,2012,1.606381365,1.447158031,3.698829785,3.33220451,0.0003708,NS,#VALUE!
887,NA,-10251,201301,89,168,T-25,68580,1,NA,40.4,2,NA,NA,NA,22,6,,2013,1.606381365,1.342422681,3.698829785,3.091042453,0.000431306,NS,Immature
888,NA,-9223,201201,162,207,U-25,68580,1,NA,40.4,2,NA,NA,NA,24,NA,,2012,1.606381365,1.380211242,3.698829785,3.17805383,4.00E-05,NS,#VALUE!
893,3235,-3776,200701,89,174,T-25,68580,1,NA,40.5,2,NA,NA,NA,21.5,6,,2007,1.607455023,1.33243846,3.701301974,3.068052935,0.000663432,NS,Immature
896,1681,-8169,201101,162,168,R-25,68580,1,NA,40.5,2,NA,NA,NA,28,6.2,,2011,1.607455023,1.447158031,3.701301974,3.33220451,0.000321732,NS,Immature
897,NA,-10228,201301,162,169,U-27,68580,1,NA,40.5,2,NA,NA,NA,26,6.5,,2013,1.607455023,1.414973348,3.701301974,3.258096538,3.22E-05,NS,Immature
898,NA,-9603,201202,162,16,CH30-D03,68580,1,NA,40.5,2,NA,NA,NA,24,6.4,,2012,1.607455023,1.380211242,3.701301974,3.17805383,5.72E-05,NS,Immature
903,NA,-10245,201301,89,162,QP2423,68580,1,NA,40.6,2,NA,NA,NA,22,5.7,,2013,1.608526034,1.342422681,3.703768067,3.091042453,0.000534987,NS,Immature
907,NA,-17060,201701,94,215,V-25,68580,1,NA,40.6,2,NA,NA,NA,25,6,,2017,1.608526034,1.397940009,3.703768067,3.218875825,4.22E-06,NS,Immature
919,NA,-17059,201701,94,214,U-25,68580,1,NA,40.7,2,NA,NA,NA,28,6.2,,2017,1.609594409,1.447158031,3.706228092,3.33220451,0.000235109,NS,Immature
926,3517,-7168,201002,162,15,U-24,68580,1,NA,40.8,2,NA,NA,NA,24,6,EBS Northern Extension,2010,1.610660163,1.380211242,3.708682081,3.17805383,0.000125379,NS,Immature
927,NA,-10247,201301,89,164,Q-25,68580,1,NA,40.8,2,NA,NA,NA,24,4.9,,2013,1.610660163,1.380211242,3.708682081,3.17805383,0.000125379,NS,Immature
938,NA,-10145,201301,89,119,L-19,68580,1,NA,40.9,2,NA,NA,NA,28,6.5,,2013,1.611723308,1.447158031,3.711130063,3.33220451,0.000163214,NS,Immature
939,NA,-14587,201501,162,181,V-25,68580,1,NA,40.9,2,NA,NA,NA,26,6.3,,2015,1.611723308,1.414973348,3.711130063,3.258096538,4.61E-07,NS,Immature
940,NA,-14570,201501,162,164,P-25,68580,1,NA,40.9,2,NA,NA,NA,24,6.4,,2015,1.611723308,1.380211242,3.711130063,3.17805383,0.000153437,NS,Immature
941,NA,-9595,201202,162,8,CH30-C03,68580,1,NA,40.9,2,NA,NA,NA,28,5.2,,2012,1.611723308,1.447158031,3.711130063,3.33220451,0.000163214,NS,Immature
944,1581,1010754,200001,89,78,I-02,68580,1,NA,41,2,NA,NA,NA,26,NA,,2000,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,#VALUE!
945,1582,1063369,200101,89,106,J-19,68580,1,NA,41,2,NA,NA,NA,26,NA,,2001,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,#VALUE!
946,1583,1063358,200101,89,93,K-01,68580,1,NA,41,2,NA,NA,NA,26,NA,,2001,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,#VALUE!
947,1584,1063368,200101,89,105,K-19,68580,1,NA,41,2,NA,NA,NA,26,NA,,2001,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,#VALUE!
948,1585,1063300,200101,89,138,U-21,68580,1,NA,41,2,NA,NA,NA,26,NA,,2001,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,#VALUE!
949,1588,1010832,200001,89,143,T-26,68580,1,NA,41,2,NA,NA,NA,28,NA,,2000,1.612783857,1.447158031,3.713572067,3.33220451,0.000132564,NS,#VALUE!
954,3442,-7163,201002,162,10,Y-23,68580,1,NA,41,2,NA,NA,NA,26,6.1,EBS Northern Extension,2010,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,Immature
955,3448,-7164,201002,162,11,X-23,68580,1,NA,41,2,NA,NA,NA,24,6.7,EBS Northern Extension,2010,1.612783857,1.380211242,3.713572067,3.17805383,0.000184028,NS,Immature
957,NA,-10230,201301,162,171,T-28,68580,1,NA,41,2,NA,NA,NA,26,6.3,,2013,1.612783857,1.414973348,3.713572067,3.258096538,2.95E-07,NS,Immature
