HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
-9830,201301,162,26,D-09,69322,1,138.5,,3,,,,2350,49.2,
-9830,201301,162,26,D-09,69322,2,104.5,,2,5,1,5,876,,
-9830,201301,162,26,D-09,69322,2,104.6,,2,3,1,5,908,,
-9830,201301,162,26,D-09,69322,2,101.3,,2,2,1,5,852,,
-9831,201301,162,27,C-09,69322,2,113.3,,2,3,1,6,1116,,
-9831,201301,162,27,C-09,69322,2,129.7,,2,5,1,5,1544,,
-9831,201301,162,27,C-09,69322,2,115.5,,2,2,1,5,1170,,
-9831,201301,162,27,C-09,69322,2,107.3,,2,5,1,5,960,,
-9831,201301,162,27,C-09,69322,2,99.5,,2,2,1,6,814,,
-9831,201301,162,27,C-09,69322,1,130.7,,2,,,,1984,41.1,
-9831,201301,162,27,C-09,69322,1,137.2,,2,,,,2158,42.8,
-9831,201301,162,27,C-09,69322,1,155.5,,3,,,,3068,50.5,
-9831,201301,162,27,C-09,69322,1,171,,4,,,,4428,57.1,
-9831,201301,162,27,C-09,69322,1,185.5,,3,,,,5340,61.6,
-9832,201301,162,28,C-08,69322,1,124.9,,2,,,,1762,41.5,
-9832,201301,162,28,C-08,69322,1,143.9,,2,,,,2562,52.7,
-9869,201301,89,8,I-13,69322,2,127,,4,0,4,1,1534,,
-9869,201301,89,8,I-13,69322,2,89.5,,2,3,1,4,516,,
-9869,201301,89,8,I-13,69322,2,75.7,,2,0,0,0,342,,
-9869,201301,89,8,I-13,69322,2,70.8,,2,0,0,0,252,,
-9869,201301,89,8,I-13,69322,2,80,,2,0,0,0,346,,
-9870,201301,89,9,H-13,69322,2,78.2,,2,0,0,0,360,,
-9870,201301,89,9,H-13,69322,2,107.5,,2,5,1,5,930,,
-9870,201301,89,9,H-13,69322,2,93.8,,2,5,1,4,686,,
-9870,201301,89,9,H-13,69322,2,80.2,,2,0,0,0,370,,
-9870,201301,89,9,H-13,69322,2,84.1,,2,0,0,0,450,,
-9870,201301,89,9,H-13,69322,1,148.6,,3,,,,2842,,
-9870,201301,89,9,H-13,69322,1,80.7,,2,,,,408,,
-9870,201301,89,9,H-13,69322,1,153.1,,3,,,,2880,,
-9870,201301,89,9,H-13,69322,1,145.8,,3,,,,2546,,
-9870,201301,89,9,H-13,69322,1,94.3,,2,,,,648,,
-9870,201301,89,9,H-13,69322,1,156.3,,3,,,,3086,,
-9871,201301,89,10,G-13,69322,2,82.9,,2,0,0,0,416,,
-9871,201301,89,10,G-13,69322,1,135.2,,2,,,,2266,,
-9871,201301,89,10,G-13,69322,1,92,,2,,,,586,,
-9871,201301,89,10,G-13,69322,1,107.6,,2,,,,920,,
-9871,201301,89,10,G-13,69322,1,108.3,,2,,,,1046,,
-9871,201301,89,10,G-13,69322,1,82.5,,2,,,,434,,
-9871,201301,89,10,G-13,69322,1,80.9,,2,,,,404,,
-9871,201301,89,10,G-13,69322,1,122.9,,3,,,,1488,,
-9872,201301,89,11,E-12,69322,2,100.7,,2,2,1,5,746,,
-9872,201301,89,11,E-12,69322,2,78.3,,2,0,0,0,328,,
-9872,201301,89,11,E-12,69322,2,112.7,,2,5,1,6,1064,,
-9872,201301,89,11,E-12,69322,2,96,,2,3,1,4,704,,
-9872,201301,89,11,E-12,69322,1,144.7,,3,,,,2336,,
-9872,201301,89,11,E-12,69322,1,148.9,,3,,,,2720,,
-9872,201301,89,11,E-12,69322,1,126.1,,2,,,,1654,,
-9872,201301,89,11,E-12,69322,1,107.7,,2,,,,1086,,
-9872,201301,89,11,E-12,69322,1,104.8,,2,,,,848,,
-9872,201301,89,11,E-12,69322,1,96,,2,,,,742,,
-9873,201301,89,12,E-11,69322,2,102.6,,2,3,1,5,836,,
-9873,201301,89,12,E-11,69322,2,132,,2,5,1,6,1498,,
-9873,201301,89,12,E-11,69322,2,115.4,,2,3,1,6,1116,,
-9873,201301,89,12,E-11,69322,2,117,,2,5,1,6,1148,,
-9873,201301,89,12,E-11,69322,2,104.2,,2,3,1,5,784,,
-9873,201301,89,12,E-11,69322,1,146.5,,4,,,,2554,,
-9873,201301,89,12,E-11,69322,1,104.6,,2,,,,870,,
-9873,201301,89,12,E-11,69322,1,147.9,,3,,,,2776,,
-9873,201301,89,12,E-11,69322,1,94.8,,2,,,,660,,
-9873,201301,89,12,E-11,69322,1,170.6,,4,,,,4230,,
-9875,201301,89,14,F-11,69322,1,110.3,,2,,,,1080,,
-9875,201301,89,14,F-11,69322,1,132.6,,2,,,,1868,,
-9876,201301,89,15,G-11,69322,1,156.7,,2,,,,3116,,
-9876,201301,89,15,G-11,69322,1,142.8,,2,,,,2456,,
-9876,201301,89,15,G-11,69322,1,149.6,,2,,,,2538,,
-9876,201301,89,15,G-11,69322,1,137.7,,2,,,,2168,,
-9877,201301,89,16,H-11,69322,1,155.6,,2,,,,3194,,
-9877,201301,89,16,H-11,69322,1,166.7,,2,,,,3640,,
-9877,201301,89,16,H-11,69322,1,131.5,,2,,,,1926,,
-9877,201301,89,16,H-11,69322,1,102.6,,2,,,,886,,
-9877,201301,89,16,H-11,69322,1,160.1,,2,,,,3052,,
-9877,201301,89,16,H-11,69322,1,133.6,,2,,,,1782,,
-9879,201301,89,18,J-11,69322,1,136.2,,3,,,,1978,,
-9879,201301,89,18,J-11,69322,1,84.6,,2,,,,454,,
-9879,201301,89,18,J-11,69322,1,108.5,,2,,,,1058,,
-9879,201301,89,18,J-11,69322,1,116.7,,2,,,,1288,,
-9880,201301,89,19,J-10,69322,2,97.6,,2,3,1,5,782,,
-9817,201301,162,24,E-10,69322,1,162.4,,2,,,,3560,58.8,
-9830,201301,162,26,D-09,69322,1,168.9,,2,,,,3912,55.4,
-9830,201301,162,26,D-09,69322,1,157.3,,2,,,,3324,57.9,
-9809,201301,162,16,J-12,69322,1,106.3,,2,,,,1000,34.3,
-9809,201301,162,16,J-12,69322,1,130.4,,2,,,,1814,43.9,
-9809,201301,162,16,J-12,69322,1,80.9,,2,,,,394,23.1,
-9812,201301,162,19,K-10,69322,1,116.7,,2,,,,1302,37.2,
-9812,201301,162,19,K-10,69322,1,118.2,,2,,,,1266,36.1,
-9814,201301,162,21,H-10,69322,1,149.5,,2,,,,1540,45.9,
-9814,201301,162,21,H-10,69322,1,145.1,,2,,,,1428,47.2,
-9814,201301,162,21,H-10,69322,1,133.2,,2,,,,842,40.8,
-9815,201301,162,22,G-10,69322,1,153.2,,2,,,,3100,51.8,
-9817,201301,162,24,E-10,69322,1,153.7,,2,,,,3042,57.1,
-9817,201301,162,24,E-10,69322,1,174.7,,2,,,,4148,59.7,
-9817,201301,162,24,E-10,69322,1,167.8,,2,,,,3986,64,
-9817,201301,162,24,E-10,69322,1,169.4,,2,,,,3972,60.8,
-9817,201301,162,24,E-10,69322,1,165.8,,2,,,,3942,63.3,
-9882,201301,89,21,K-09,69322,2,70,,2,0,0,0,262,,
-9882,201301,89,21,K-09,69322,2,139,,4,5,2,6,2000,,
-9882,201301,89,21,K-09,69322,1,108.9,,2,,,,1114,,
-9882,201301,89,21,K-09,69322,1,108.5,,2,,,,930,,
-9882,201301,89,21,K-09,69322,1,159.3,,3,,,,3262,,
-9883,201301,89,22,J-09,69322,1,108.1,,2,,,,970,,
-9883,201301,89,22,J-09,69322,1,110.1,,2,,,,1114,,
-9883,201301,89,22,J-09,69322,1,149.8,,4,,,,2848,,
-9884,201301,89,23,I-09,69322,1,91.7,,2,,,,562,,
-9884,201301,89,23,I-09,69322,2,97.7,,2,0,0,1,706,,
-9888,201301,89,27,E-09,69322,1,150.4,,2,,,,2706,,
-9888,201301,89,27,E-09,69322,1,129.1,,2,,,,1980,,
-9888,201301,89,27,E-09,69322,1,150.7,,2,,,,2734,,
-9888,201301,89,27,E-09,69322,1,161.7,,2,,,,3734,,
-9889,201301,89,28,D-08,69322,1,143.2,,2,,,,2324,,
-9889,201301,89,28,D-08,69322,1,159.6,,2,,,,3496,,
-9890,201301,89,29,E-08,69322,1,172.7,,2,,,,4100,,
-9893,201301,89,32,I-08,69322,1,136.8,,3,,,,2356,,
-9894,201301,89,33,J-08,69322,2,100.8,,4,0,4,1,950,,
-9894,201301,89,33,J-08,69322,1,176.3,,4,,,,4692,,
-9894,201301,89,33,J-08,69322,1,109.3,,2,,,,992,,
-9863,201301,89,2,H-15,69322,1,133.8,,2,,,,1790,,
-9864,201301,89,3,I-15,69322,1,123.4,,3,,,,1558,,
-9864,201301,89,3,I-15,69322,1,106.1,,2,,,,1014,,
-9865,201301,89,4,J-15,69322,1,74.2,,2,,,,306,,
-9865,201301,89,4,J-15,69322,1,57.6,,2,,,,142,,
-9865,201301,89,4,J-15,69322,2,64.7,,2,0,0,0,196,,
-9867,201301,89,6,K-13,69322,2,112.4,,2,5,1,5,1030,,
-9867,201301,89,6,K-13,69322,1,138.7,,2,,,,2210,,
-9867,201301,89,6,K-13,69322,1,116.4,,2,,,,1266,,
-9867,201301,89,6,K-13,69322,1,109.5,,2,,,,1288,,
-9867,201301,89,6,K-13,69322,1,101.3,,2,,,,872,,
-9867,201301,89,6,K-13,69322,1,118.5,,2,,,,1356,,
-9868,201301,89,7,J-13,69322,1,112.4,,2,,,,1168,,
-9868,201301,89,7,J-13,69322,1,109.3,,2,,,,1046,,
-9868,201301,89,7,J-13,69322,1,117.5,,2,,,,1388,,
-9868,201301,89,7,J-13,69322,1,129.4,,2,,,,1912,,
-9869,201301,89,8,I-13,69322,1,101.5,,2,,,,778,,
-9869,201301,89,8,I-13,69322,1,77.3,,2,,,,324,,
-9869,201301,89,8,I-13,69322,1,131.6,,2,,,,1836,,
-9869,201301,89,8,I-13,69322,1,114.9,,2,,,,1178,,
-9869,201301,89,8,I-13,69322,1,75,,2,,,,332,,
-9869,201301,89,8,I-13,69322,1,140,,3,,,,2224,,
-9869,201301,89,8,I-13,69322,1,133.3,,3,,,,1772,,
-9869,201301,89,8,I-13,69322,1,142.1,,3,,,,2388,,
-9869,201301,89,8,I-13,69322,1,139,,3,,,,2236,,
-9869,201301,89,8,I-13,69322,1,135.4,,3,,,,2094,,
-9869,201301,89,8,I-13,69322,2,121.2,,4,0,4,1,1426,,
-9869,201301,89,8,I-13,69322,2,114.4,,4,0,4,1,1102,,
-9869,201301,89,8,I-13,69322,2,105.3,,4,0,4,1,928,,
-9832,201301,162,28,C-08,69322,1,163,,2,,,,3646,60.3,
-9832,201301,162,28,C-08,69322,1,149.5,,2,,,,2654,43.9,
-9832,201301,162,28,C-08,69322,1,171.1,,2,,,,4184,59,
-9833,201301,162,29,B-08,69322,1,131.6,,3,,,,1984,44.9,
-9833,201301,162,29,B-08,69322,1,156.3,,3,,,,3068,55.8,
-9833,201301,162,29,B-08,69322,1,148.6,,3,,,,3050,55,
-9833,201301,162,29,B-08,69322,1,167.8,,4,,,,3970,57.6,
-9833,201301,162,29,B-08,69322,1,123,,3,,,,1600,35.7,
-9833,201301,162,29,B-08,69322,2,154.9,,2,2,1,5,2190,,
-9833,201301,162,29,B-08,69322,2,142.7,,2,3,1,5,1865,,
-9833,201301,162,29,B-08,69322,2,116.9,,2,3,1,5,1175,,
-9833,201301,162,29,B-08,69322,2,127.9,,2,5,1,5,1555,,
-9833,201301,162,29,B-08,69322,2,141.7,,2,3,1,5,1734,,
-9857,201301,162,40,I-07,69322,2,93.9,,3,3,2,6,712,,
-9750,201301,162,6,J-14,69322,1,99.1,,2,,,,826,31.2,
-9750,201301,162,6,J-14,69322,1,123,,2,,,,1610,44.3,
-9750,201301,162,6,J-14,69322,1,121.2,,2,,,,1330,39.9,
-9750,201301,162,6,J-14,69322,1,113.6,,2,,,,1160,39.1,
-9750,201301,162,6,J-14,69322,1,101.4,,2,,,,834,30.4,
-9751,201301,162,7,I-14,69322,1,149,,3,,,,2638,50.6,
-9751,201301,162,7,I-14,69322,1,142.9,,2,,,,2362,50.7,
-9751,201301,162,7,I-14,69322,1,88.8,,2,,,,532,20.9,
-9751,201301,162,7,I-14,69322,1,138.4,,2,,,,2252,50.7,
-9751,201301,162,7,I-14,69322,1,118.2,,2,,,,1448,40.3,
-9752,201301,162,8,H-14,69322,1,84.2,,3,,,,414,24.2,
-9752,201301,162,8,H-14,69322,1,136.9,,3,,,,2180,45.4,
-9752,201301,162,8,H-14,69322,1,180.1,,3,,,,4290,58.9,
-9752,201301,162,8,H-14,69322,1,165.1,,4,,,,3740,59.7,
-9752,201301,162,8,H-14,69322,1,128.9,,3,,,,1586,34,
-9752,201301,162,8,H-14,69322,2,112.5,,2,2,1,5,844,,
-9752,201301,162,8,H-14,69322,2,93.4,,2,3,1,5,626,,
-9752,201301,162,8,H-14,69322,2,79.2,,2,0,0,0,352,,
-9752,201301,162,8,H-14,69322,2,83.7,,2,0,0,0,446,,
-9752,201301,162,8,H-14,69322,2,152,,3,0,4,1,2590,,
-9753,201301,162,9,G-14,69322,2,81.8,,2,0,0,0,432,,
-9753,201301,162,9,G-14,69322,2,79.6,,2,0,0,0,396,,
-9753,201301,162,9,G-14,69322,2,81.7,,2,0,0,0,422,,
-9753,201301,162,9,G-14,69322,1,155.5,,2,,,,3138,54.4,
-9753,201301,162,9,G-14,69322,1,109.5,,2,,,,1106,35.2,
-9753,201301,162,9,G-14,69322,1,116.8,,2,,,,1354,41.2,
-9753,201301,162,9,G-14,69322,1,97.4,,2,,,,794,32.1,
-9753,201301,162,9,G-14,69322,1,78,,2,,,,402,25.1,
-9754,201301,162,10,F-14,69322,2,159.6,,3,0,4,1,2264,,
-9755,201301,162,11,F-13,69322,1,80.9,,2,,,,366,21.5,
-9755,201301,162,11,F-13,69322,1,108.9,,2,,,,1026,32.9,
-9755,201301,162,11,F-13,69322,1,82.4,,2,,,,432,23.6,
-9755,201301,162,11,F-13,69322,1,127.8,,3,,,,1926,43.2,
-9755,201301,162,11,F-13,69322,2,94.4,,2,0,0,0,652,,
-9755,201301,162,11,F-13,69322,2,83.5,,2,0,0,0,424,,
-9756,201301,162,12,F-12,69322,1,163.8,,3,,,,3352,61.7,
-9756,201301,162,12,F-12,69322,1,156.7,,3,,,,3318,57.7,
-9756,201301,162,12,F-12,69322,1,139.2,,2,,,,2308,48.4,
-9756,201301,162,12,F-12,69322,1,112.3,,2,,,,1178,30.8,
-9756,201301,162,12,F-12,69322,1,114,,2,,,,1154,35.5,
-9757,201301,162,13,G-12,69322,1,158.5,,3,,,,2978,52.3,
-9757,201301,162,13,G-12,69322,1,103,,2,,,,936,30.4,
-9757,201301,162,13,G-12,69322,1,145.3,,2,,,,2216,43.5,
-9757,201301,162,13,G-12,69322,1,159.8,,4,,,,3574,56.4,
-9757,201301,162,13,G-12,69322,1,154.4,,2,,,,2654,49.8,
-9758,201301,162,14,H-12,69322,2,93.9,,2,0,0,0,658,,
-9758,201301,162,14,H-12,69322,1,137.5,,2,,,,2194,47.7,
-9758,201301,162,14,H-12,69322,1,128.2,,2,,,,1686,43.5,
-9809,201301,162,16,J-12,69322,1,111.7,,2,,,,1088,33,
-9809,201301,162,16,J-12,69322,1,109.5,,2,,,,1044,35.9,
-14116,201501,94,40,D-07,69322,1,146.5,,2,,,,2388,,
-14116,201501,94,40,D-07,69322,1,166.5,,2,,,,3762,,
-14146,201501,94,54,K-03,69322,1,105,,2,,,,1062,,
-14146,201501,94,54,K-03,69322,1,109.9,,2,,,,1022,,
-13932,201501,162,14,E-12,69322,2,110.4,,2,2,1,6,1028,,
-13932,201501,162,14,E-12,69322,2,108,,2,5,1,5,844,,
-13932,201501,162,14,E-12,69322,2,132.2,,2,2,1,6,1566,,
-13933,201501,162,15,E-11,69322,2,127,,2,3,1,5,1392,,
-13933,201501,162,15,E-11,69322,2,156.1,,2,2,1,5,2232,,
-13933,201501,162,15,E-11,69322,2,102.8,,2,3,1,6,706,,
-13933,201501,162,15,E-11,69322,2,119.4,,2,2,1,6,1306,,
-13933,201501,162,15,E-11,69322,1,120.2,,2,,,,1402,,
-13933,201501,162,15,E-11,69322,1,142.2,,2,,,,2484,,
-13933,201501,162,15,E-11,69322,1,129.1,,2,,,,1934,,
-13933,201501,162,15,E-11,69322,1,131.5,,2,,,,1696,,
-13933,201501,162,15,E-11,69322,1,133.6,,3,,,,1966,,
-13934,201501,162,16,G-12,69322,1,126.3,,2,,,,1678,,
-13934,201501,162,16,G-12,69322,1,141.9,,2,,,,2464,,
-13934,201501,162,16,G-12,69322,1,102.1,,2,,,,882,,
-13934,201501,162,16,G-12,69322,1,104,,2,,,,1004,,
-13934,201501,162,16,G-12,69322,1,95.1,,2,,,,684,,
-13934,201501,162,16,G-12,69322,2,102.2,,2,3,1,6,798,,
-13934,201501,162,16,G-12,69322,2,116.4,,2,2,1,6,1212,,
-13934,201501,162,16,G-12,69322,2,101.9,,2,3,1,5,766,,
-13934,201501,162,16,G-12,69322,2,126.8,,2,3,1,6,1424,,
-13935,201501,162,17,H-12,69322,1,102.3,,2,,,,836,,
-13935,201501,162,17,H-12,69322,1,110,,2,,,,1086,,
-13935,201501,162,17,H-12,69322,1,142.8,,2,,,,2476,,
-13935,201501,162,17,H-12,69322,1,150.4,,3,,,,2962,,
-13935,201501,162,17,H-12,69322,1,89,,2,,,,568,,
-13935,201501,162,17,H-12,69322,1,190.7,,2,,,,6740,,
-13935,201501,162,17,H-12,69322,2,127.8,,2,3,1,5,1322,,
-13935,201501,162,17,H-12,69322,2,103.5,,2,3,1,6,856,,
-13935,201501,162,17,H-12,69322,2,103.2,,2,3,1,5,808,,
-13935,201501,162,17,H-12,69322,2,104.7,,2,2,1,6,750,,
-13936,201501,162,18,I-12,69322,2,149.7,,2,2,1,5,2290,,
-13936,201501,162,18,I-12,69322,2,97.9,,2,3,1,6,742,,
-13936,201501,162,18,I-12,69322,2,106,,2,5,1,6,822,,
-13936,201501,162,18,I-12,69322,2,147.8,,2,2,1,6,2018,,
-13936,201501,162,18,I-12,69322,1,159.4,,2,,,,3136,,
-13936,201501,162,18,I-12,69322,1,145.6,,2,,,,2564,,
-13936,201501,162,18,I-12,69322,1,109.2,,2,,,,1062,,
-13936,201501,162,18,I-12,69322,1,129,,2,,,,1890,,
-13936,201501,162,18,I-12,69322,1,106.9,,2,,,,1048,,
-13937,201501,162,19,J-12,69322,1,114,,2,,,,1346,,
-13937,201501,162,19,J-12,69322,1,105.4,,2,,,,1080,,
-13937,201501,162,19,J-12,69322,1,89.7,,2,,,,562,,
-13937,201501,162,19,J-12,69322,1,110.9,,2,,,,1044,,
-13937,201501,162,19,J-12,69322,1,124.6,,2,,,,1598,,
-13940,201501,162,22,K-11,69322,1,119.6,,2,,,,1452,,
-13940,201501,162,22,K-11,69322,1,145.5,,2,,,,2428,,
-13940,201501,162,22,K-11,69322,1,118.7,,2,,,,1432,,
-13941,201501,162,23,K-10,69322,1,156.1,,3,,,,3082,,
-13941,201501,162,23,K-10,69322,1,146,,2,,,,2592,,
-13941,201501,162,23,K-10,69322,2,87.6,,2,3,1,6,570,,
-13942,201501,162,24,J-10,69322,1,136.2,,2,,,,1984,,
-13942,201501,162,24,J-10,69322,1,130.7,,2,,,,1588,,
-13942,201501,162,24,J-10,69322,1,90.1,,2,,,,588,,
-13942,201501,162,24,J-10,69322,1,109.3,,2,,,,1068,,
-13942,201501,162,24,J-10,69322,1,132.8,,2,,,,2038,,
-13942,201501,162,24,J-10,69322,2,87,,2,0,0,0,484,,
-13943,201501,162,25,I-10,69322,1,158.6,,2,,,,3196,,
-13943,201501,162,25,I-10,69322,1,94.4,,2,,,,664,,
-13943,201501,162,25,I-10,69322,1,148.1,,2,,,,2636,,
-13943,201501,162,25,I-10,69322,1,143.1,,2,,,,2560,,
-13944,201501,162,26,H-10,69322,1,149,,2,,,,2698,,
-13944,201501,162,26,H-10,69322,1,106.4,,2,,,,1088,,
-14117,201501,94,41,D-06,69322,1,158.6,,2,,,,3312,,
-13947,201501,162,29,E-10,69322,2,147.7,,2,2,1,5,2078,,
-13947,201501,162,29,E-10,69322,2,129.4,,2,2,1,6,1492,,
-13974,201501,162,30,D-08,69322,1,155.8,,3,,,,3512,,
-13974,201501,162,30,D-08,69322,1,159.8,,2,,,,3254,,
-13974,201501,162,30,D-08,69322,1,129.4,,2,,,,1878,,
-13974,201501,162,30,D-08,69322,1,141.2,,2,,,,2264,,
-13974,201501,162,30,D-08,69322,1,158.6,,2,,,,3242,,
-13976,201501,162,32,F-08,69322,1,159.6,,2,,,,3688,,
-13976,201501,162,32,F-08,69322,1,119.1,,2,,,,1312,,
-13976,201501,162,32,F-08,69322,1,167.8,,2,,,,3740,,
-13976,201501,162,32,F-08,69322,1,147.8,,2,,,,2618,,
-13977,201501,162,33,G-08,69322,1,132.9,,2,,,,1940,,
-14049,201501,162,37,K-08,69322,1,116.3,,2,,,,1294,,
-14031,201501,162,43,K-07,69322,1,131.5,,2,,,,2022,,
-14032,201501,162,44,J-07,69322,1,111.1,,2,,,,1094,,
-14033,201501,162,45,I-07,69322,2,106.4,,2,2,1,6,950,,
-14033,201501,162,45,I-07,69322,1,129.5,,2,,,,1892,,
-14034,201501,162,46,H-07,69322,2,106.2,,2,3,1,6,920,,
-14037,201501,162,49,E-07,69322,1,143.3,,2,,,,2508,,
-14037,201501,162,49,E-07,69322,1,155.7,,2,,,,3160,,
-14037,201501,162,49,E-07,69322,1,176.4,,2,,,,4058,,
-14044,201501,162,56,K-06,69322,1,96.7,,2,,,,798,,
-14044,201501,162,56,K-06,69322,1,113.9,,2,,,,1106,,
-14044,201501,162,56,K-06,69322,1,147.6,,2,,,,2750,,
-14044,201501,162,56,K-06,69322,1,152.6,,3,,,,3120,,
-14055,201501,162,62,J-04,69322,2,108.8,,2,3,1,5,958,,
-14057,201501,162,64,H-04,69322,1,182.6,,2,,,,4868,,
-13921,201501,162,5,J-16,69322,1,70.9,,2,,,,276,,
-13921,201501,162,5,J-16,69322,1,57.8,,2,,,,130,,
-13921,201501,162,5,J-16,69322,1,56.8,,2,,,,192,,
-13921,201501,162,5,J-16,69322,1,71.6,,2,,,,260,,
-13921,201501,162,5,J-16,69322,1,67.5,,2,,,,192,,
-13921,201501,162,5,J-16,69322,2,54.3,,2,0,0,0,122,,
-13921,201501,162,5,J-16,69322,2,67.4,,2,0,0,0,228,,
-13921,201501,162,5,J-16,69322,2,51,,2,0,0,0,90,,
-13921,201501,162,5,J-16,69322,2,70.7,,2,0,0,0,244,,
-13921,201501,162,5,J-16,69322,2,70.8,,2,0,0,0,234,,
-13921,201501,162,5,J-16,69322,2,60.6,,2,0,0,0,152,,
-13925,201501,162,7,J-14,69322,2,123.1,,2,3,1,5,1372,,
-13925,201501,162,7,J-14,69322,2,124.6,,2,2,1,5,1338,,
-13925,201501,162,7,J-14,69322,1,149.8,,3,,,,3214,,
-13926,201501,162,8,I-14,69322,2,113.5,,2,3,1,5,1038,,
-13926,201501,162,8,I-14,69322,2,116.3,,2,2,1,5,1094,,
-13927,201501,162,9,H-14,69322,2,121.2,,2,2,1,5,1294,,
-13927,201501,162,9,H-14,69322,1,122.4,,2,,,,1616,,
-13927,201501,162,9,H-14,69322,1,107.6,,2,,,,1058,,
-13927,201501,162,9,H-14,69322,1,124.5,,2,,,,1602,,
-13927,201501,162,9,H-14,69322,1,102.7,,2,,,,900,,
-13927,201501,162,9,H-14,69322,1,148.3,,2,,,,2680,,
-13928,201501,162,10,G-14,69322,1,121.4,,2,,,,1360,,
-13928,201501,162,10,G-14,69322,2,123.6,,2,2,1,5,1242,,
-13928,201501,162,10,G-14,69322,2,124.1,,2,2,1,5,1326,,
-13928,201501,162,10,G-14,69322,2,138.7,,2,5,1,5,1642,,
-13928,201501,162,10,G-14,69322,2,140.5,,2,2,1,4,1832,,
-13928,201501,162,10,G-14,69322,2,118.4,,2,2,1,5,1150,,
-13930,201501,162,12,F-13,69322,1,101.2,,2,,,,772,,
-13930,201501,162,12,F-13,69322,1,141.7,,2,,,,2364,,
-13930,201501,162,12,F-13,69322,2,116.2,,2,3,1,5,1170,,
-13930,201501,162,12,F-13,69322,2,127.5,,2,2,1,5,1308,,
-13930,201501,162,12,F-13,69322,2,115.3,,2,2,1,5,1034,,
-13932,201501,162,14,E-12,69322,1,159.6,,2,,,,2904,,
-13932,201501,162,14,E-12,69322,2,116.9,,2,5,1,5,1074,,
-13932,201501,162,14,E-12,69322,2,118.3,,2,5,1,6,1242,,
-13932,201501,162,14,E-12,69322,2,128.1,,2,2,1,5,1308,,
-13951,201501,94,21,H-09,69322,1,111.2,,2,,,,1290,,
-13960,201501,94,26,D-09,69322,2,149.2,,2,2,1,6,1792,,
-13960,201501,94,26,D-09,69322,2,107.6,,2,2,1,6,936,,
-13960,201501,94,26,D-09,69322,2,158.9,,2,2,1,6,2558,,
-13960,201501,94,26,D-09,69322,2,153.3,,2,2,1,6,2334,,
-14137,201501,94,39,C-07,69322,1,174.9,,2,,,,4482,,
-14137,201501,94,39,C-07,69322,1,117.5,,2,,,,1368,,
-14137,201501,94,39,C-07,69322,1,155.3,,2,,,,3038,,
-14137,201501,94,39,C-07,69322,1,151.4,,2,,,,2856,,
-14137,201501,94,39,C-07,69322,1,136.1,,2,,,,2212,,
-13959,201501,94,24,F-09,69322,1,123.8,,2,,,,1620,,
-13959,201501,94,24,F-09,69322,1,142.9,,2,,,,2456,,
-13959,201501,94,24,F-09,69322,1,158.2,,2,,,,3228,,
-13959,201501,94,24,F-09,69322,1,136,,2,,,,1840,,
-13952,201501,94,25,E-09,69322,1,136.1,,2,,,,2310,,
-13952,201501,94,25,E-09,69322,1,125,,2,,,,1564,,
-13952,201501,94,25,E-09,69322,1,98.9,,2,,,,818,,
-13952,201501,94,25,E-09,69322,1,130.9,,2,,,,1802,,
-13952,201501,94,25,E-09,69322,1,130.1,,2,,,,1836,,
-13952,201501,94,25,E-09,69322,1,160.9,,3,,,,3702,,
-13952,201501,94,25,E-09,69322,2,106.7,,2,5,1,6,958,,
-13960,201501,94,26,D-09,69322,1,133.4,,2,,,,1792,,
-13960,201501,94,26,D-09,69322,1,89.1,,2,,,,558,,
-13960,201501,94,26,D-09,69322,1,140.8,,3,,,,2032,,
-13960,201501,94,26,D-09,69322,1,158.2,,3,,,,3628,,
-13960,201501,94,26,D-09,69322,1,165.6,,3,,,,3558,,
-13960,201501,94,26,D-09,69322,2,118.6,,2,2,1,6,1256,,
-13960,201501,94,26,D-09,69322,2,121.1,,2,2,1,6,1308,,
-14129,201501,94,29,C-08,69322,1,171.4,,3,,,,3768,,
-14129,201501,94,29,C-08,69322,2,149.1,,2,2,1,6,2112,,
-13944,201501,162,26,H-10,69322,2,94.5,,2,0,0,0,654,,
-13946,201501,162,28,F-10,69322,1,124.2,,2,,,,1502,,
-13947,201501,162,29,E-10,69322,2,123.4,,2,2,1,6,1390,,
-13976,201501,162,32,F-08,69322,1,165,,2,,,,3850,,
-13921,201501,162,5,J-16,69322,2,67.6,,2,0,0,0,204,,
-13930,201501,162,12,F-13,69322,2,109.1,,2,2,1,5,1006,,
-13933,201501,162,15,E-11,69322,2,113.4,,2,2,1,5,926,,
-13934,201501,162,16,G-12,69322,2,99.2,,2,5,1,6,722,,
-13935,201501,162,17,H-12,69322,2,142,,2,3,1,5,1624,,
-13936,201501,162,18,I-12,69322,1,118,,2,,,,1332,,
-13940,201501,162,22,K-11,69322,1,97.1,,2,,,,762,,
-13943,201501,162,25,I-10,69322,1,148.6,,2,,,,2580,,
-13944,201501,162,26,H-10,69322,1,97.8,,2,,,,724,,
-13944,201501,162,26,H-10,69322,1,163.7,,2,,,,4114,,
-13944,201501,162,26,H-10,69322,1,123.1,,2,,,,1556,,
